6773.thousand_nights_vol07_29_burton_64kb_0|“Do what seemeth good to thee.
7585.policeyourplanet_11_delray_64kb_6|"I suppose I should thank you, but I don't like to be told I stink so much you can't stand me in the next room!"
7585.policeyourplanet_11_delray_64kb_7|"Hell, I've gotten so I can stand your grandfather,
7585.policeyourplanet_11_delray_64kb_8|"This will identify the bearer, BRUCE IRVING GORDON, as a PRIME agent of the Office of Solar Security, empowered to make and execute any and all directives under the powers of this office.
7585.policeyourplanet_11_delray_64kb_9|"You've got a visitor -- outside,
7585.policeyourplanet_11_delray_64kb_10|"Trench. And I don't like the stench of that kind of cop in my place. Get him away, cobber, get him away!"
7585.policeyourplanet_11_delray_64kb_11|"Good. At least some men are loyal. Had breakfast, Gordon?"
7585.policeyourplanet_11_delray_64kb_12|"What's the angle?"
7585.policeyourplanet_11_delray_64kb_13|"I'll have to trust you, Gordon. I've never been sure. But either you're loyal now or I can't depend on anyone being loyal."
7585.policeyourplanet_11_delray_64kb_14|"So we're going to need men with guts. Gordon, you had training under Murdoch -- who knew his business. And you aren't a coward, as most of these fat fools are. I've got a proposition, straight from Wayne."
7585.policeyourplanet_11_delray_64kb_15|"We're in enemy territory,
7585.policeyourplanet_11_delray_64kb_16|"The Legals got this precinct last night. Captain Hendrix and some of his men wanted to come back with full battle equipment and chase them out. I had a hell of a time getting them to take it easy. I suppose that was some damned fool who tried to go back to his beat."
7585.policeyourplanet_11_delray_64kb_17|"Then you'd better look again,
7585.policeyourplanet_11_delray_64kb_18|"We've got to stop this. Get my car -- up the street -- call Arliss on the phone -- under the dash. Or Wayne. I'll bring Hendrix."
7585.policeyourplanet_11_delray_64kb_19|"Damn it, there's a rebellion going on!
7585.policeyourplanet_11_delray_64kb_20|"Yes, yes, congratulations. Trench was quite right; you're fully authorized. Did you call me out of bed just to check on that, young man?"
7585.policeyourplanet_09_delray_64kb_0|"Gordon reporting,
7585.policeyourplanet_09_delray_64kb_1|"Gordon? Where the hell you been?"
7585.policeyourplanet_09_delray_64kb_2|"Up an alley between McCutcheon and Miles,
7585.policeyourplanet_09_delray_64kb_3|"With a corpse. Murdoch's corpse. Better send out the wagon."
7585.policeyourplanet_09_delray_64kb_4|"Okay, I'll be out in ten minutes."
7585.policeyourplanet_09_delray_64kb_5|"Yeah. Claimed he was head of it here, and wanted me to send a message to Earth for him."
7585.policeyourplanet_09_delray_64kb_6|"He must have been to spin that story ... By the way, thanks for killing that sniper. You're a good shot. I'd be dead if you weren't, I guess."
7585.policeyourplanet_09_delray_64kb_7|"I could start a nasty investigation, I guess. But I heard him raving, too. Give me a hand, and I'll take care of all this ... Want me to drop you off?"
7585.policeyourplanet_09_delray_64kb_8|"Congratulations, by the way. I forgot to tell you, but you won the lottery. You're a sergeant from now on."
7585.policeyourplanet_09_delray_64kb_9|"We thought you'd gone on the lam, cobber. But I guess, since Trench brought you back, you've cooled. Good, good. As a respectable man now, I couldn't have stashed you from the cops -- though I might have been tempted -- mighty tempted.
7585.policeyourplanet_09_delray_64kb_10|"Tell me, lad, did they get Murdoch?"
7585.policeyourplanet_09_delray_64kb_11|"I thought you were taking a bath,
7585.policeyourplanet_09_delray_64kb_12|"Fate's against me, cobber. With all the shooting, some punk put a bullet clean through the wall and the plastic of the tub. Fifty gallons of water, all wasted!"
7585.policeyourplanet_09_delray_64kb_13|"I had odds you'd beat the ticket, though the Mother and me were worried there for a while. How'd you grease the fix?"
7585.policeyourplanet_09_delray_64kb_14|"What happened to you, Izzy?"
7585.policeyourplanet_09_delray_64kb_15|"Price of being honest. But the gees who paid me protection didn't get hurt, gov'nor.
7585.policeyourplanet_09_delray_64kb_16|"So they pay double tomorrow. Honesty pays, gov'nor, if you squeeze it once in a while ... Funny, you making sergeant; I thought two other gees won the lottery."
7585.policeyourplanet_09_delray_64kb_17|"It's easy enough, and you'll get plenty of credit in the fund for it. I need two men who can keep their mouths shut."
7585.policeyourplanet_09_delray_64kb_18|"That's it. Take tomorrow off, if you want, and I'll fix credit for you. But just remember you haven't seen anything. You don't know any more than our old friend Murdoch!"
7585.policeyourplanet_09_delray_64kb_19|"Guns and contraband ammunition for the administration from Earth. And they must have paid half the graft they've taken for that. What the hell do they want it for?"
7585.policeyourplanet_09_delray_64kb_20|"War, what else? Gov'nor, Earth must be boiling about the election. Maybe Security's getting set to spring."
7585.policeyourplanet_09_delray_64kb_21|"When do we get our money?"
7585.policeyourplanet_09_delray_64kb_22|"That's the way a panic is, cobber,
7585.policeyourplanet_09_delray_64kb_23|"There's a run, then everything is ruined. I tried to get you when I first heard the rumor, but you were gone. And when this starts, a man has to get there first.
7585.policeyourplanet_09_delray_64kb_24|"And I just made it, too."
7585.policeyourplanet_09_delray_64kb_25|"But what started it?"
7585.policeyourplanet_09_delray_64kb_26|"If we hold past midnight, we'll be set, gov'nor,
7585.policeyourplanet_09_delray_64kb_27|"They go crazy for a while, but give 'em a few hours and they stop most of it. I figure you know where all the scratch went?"
7585.policeyourplanet_09_delray_64kb_28|"Sure -- guns from Earth! The damned fools!"
7585.policeyourplanet_09_delray_64kb_29|"Yeah. But not fools. Just bloody well-informed, gov'nor. Earth's sending a fleet -- got official word of it. No way of telling how big, but it's coming."
7585.policeyourplanet_03_delray_64kb_0|"Mother got ahold of a load of snow, and sent me out to contact a big pusher. Coming back, the goons picked me up and gave me the job on you. Hey, Mother!"
7585.policeyourplanet_03_delray_64kb_1|"Izzy and Bruce. Didn't know you'd met, cobbers. Contact, Izzy?"
7585.policeyourplanet_03_delray_64kb_2|"Ninety per cent for uncut,
7585.policeyourplanet_03_delray_64kb_3|"Same old angles, eh? Get enough to do the job, they mug you. Stop halfway, and the halls are closed to you. Pretty soon, they'll be trick-proof, anyhow; they're changing over to electric eyes. Eh, you haven't forgotten me, cobber?"
7585.policeyourplanet_03_delray_64kb_4|"Enough to buy a corporal's job, pay for your suit, and maybe get by,
7585.policeyourplanet_03_delray_64kb_5|"Thanks, Mother, but I'll be staying inside the dome, I guess."
7585.policeyourplanet_03_delray_64kb_6|"Now, with what I get from the pusher, I can buy off that hot spot on the police blotter. I can go in the dome and walk around, just like you.
7585.policeyourplanet_03_delray_64kb_7|"I'm getting old. They'll be calling me 'Grandmother' pretty soon. So I'm turning my Chicken House over to my granddaughter and I'm going honest. Want a room?"
7585.policeyourplanet_03_delray_64kb_8|"Didn't know you had a granddaughter."
7585.policeyourplanet_03_delray_64kb_9|"Special Taxes
7585.policeyourplanet_03_delray_64kb_10|"Your friend has no record with us,
7585.policeyourplanet_03_delray_64kb_11|"I've checked through his tax forms, and they're all in order. We'll confirm officially, of course."
7585.policeyourplanet_03_delray_64kb_12|"Save time, boys,
7585.policeyourplanet_03_delray_64kb_13|"And time's valuable, ain't it? Ah, yes.
7585.policeyourplanet_03_delray_64kb_14|"And you'll want suits. Isaacs? Good, here's your receipt. And you, Corporal Gordon. Right. Get your suits one floor down, end of the hall. And report in eight tomorrow morning!"
7585.policeyourplanet_03_delray_64kb_15|"Hope they don't give us too bad territory, gov'nor,
7585.policeyourplanet_03_delray_64kb_16|"Pickings are always a little lean on the first few beats, but you can work some fairly well."
7585.policeyourplanet_03_delray_64kb_17|"Cripes! Hope they've got a few cheap pushers around that don't pay protection direct to the captain. You take that store; I'll go in this one!"
7585.policeyourplanet_03_delray_64kb_18|"New cop, eh? No wonder Gable collected yesterday, ahead of time. All right, you can look at my books. I've been paying fifty, but you'll have to wait until Friday."
7585.policeyourplanet_03_delray_64kb_19|"That damned cop before us! He really tapped them! And we can't take less, so I guess we gotta wait until Friday."
7585.policeyourplanet_03_delray_64kb_20|"You'd better call the hospital,
7585.policeyourplanet_03_delray_64kb_21|"He may have a concussion. I've got the man who held you up."
7585.policeyourplanet_03_delray_64kb_22|"I suppose it can't be helped, though; you're new, Gordon. Hennessy, get the corpse to the morgue, and mark it down as a robbery attempt. I'm going to have to book you and your men, Mr. Jurgens!"
7585.policeyourplanet_03_delray_64kb_23|"about the Mayor's campaign, or anything else,
7585.policeyourplanet_03_delray_64kb_24|"Fifty per cent of the take to the Orphan's and Widow's fund. Better make it more than Gable turned in, if you want to get a better beat."
7585.policeyourplanet_03_delray_64kb_25|"Voluntary Donations
7585.policeyourplanet_03_delray_64kb_26|"Widows and Orphans sure appreciate a good man,
7585.policeyourplanet_03_delray_64kb_27|"I was kind of worried about you, Gordon, but you got a nice touch. One of my new boys -- Isaacs, you know him -- was out checking up after you, and the dopes seem to like you."
7585.policeyourplanet_03_delray_64kb_28|"Special meeting tomorrow. We gotta see about getting out a good vote. Election only three weeks away."
7585.policeyourplanet_03_delray_64kb_29|"We gotta be neutral, boys,
7585.policeyourplanet_03_delray_64kb_30|"But it don't mean we can't show how well we like the Mayor. Just remember, he got us our jobs! Now I figure we can all kick in a little to help his campaign. I'm going to start it off with five thousand credits, two thousand of them right now."
7585.policeyourplanet_03_delray_64kb_31|"Freitag, what about you? Fine, fine!"
7585.policeyourplanet_03_delray_64kb_32|"Quite all right, Gordon,
7585.policeyourplanet_03_delray_64kb_33|"I guess that's all, boys. Thanks from the Mayor. And go on home.... Oh, Fell, Gordon, Lativsky -- stick around. I've got some overtime for you, since you need extra money. The boys out in Ward Three are shorthanded. Afraid I'll have to order you out there!"
7585.policeyourplanet_03_delray_64kb_34|"Rough, eh? But I hear robbery went down on your beat last night. Fine work, Gordon. We need men like you. Hate to do it, but I'm afraid you'll have to take the next shift at Main and Broad, directing traffic. The usual man is sick, and you're the only one I can trust with the job!"
7585.policeyourplanet_10_delray_64kb_0|"Special pass to leave at this hour,
7585.policeyourplanet_10_delray_64kb_1|"Of course, if it's urgent, pal..."
7585.policeyourplanet_10_delray_64kb_2|"Police Sergeant Gordon, on official business,
7585.policeyourplanet_10_delray_64kb_3|"Get the hell out of my way."
7585.policeyourplanet_10_delray_64kb_4|"And you'd better be ready to open when I come back."
7585.policeyourplanet_10_delray_64kb_5|"You, Sheila, you come outa there! You come right out or I'm gonna blast that there door down. You open up."
7585.policeyourplanet_10_delray_64kb_6|"Jurgens don't want you; all he wants is this place -- we got use for it. It don't belong to you, anyhow! Come out now, and we'll let you go peaceful. Or stay in there and we'll blast you out -- in pieces."
7585.policeyourplanet_10_delray_64kb_7|"You don't have a chance. We've already chased all your boarders out!"
7585.policeyourplanet_10_delray_64kb_8|"We got them all."
7585.policeyourplanet_10_delray_64kb_9|"Sure, baby. Open up!"
7585.policeyourplanet_10_delray_64kb_10|"Wait a minute. I've got this nailed shut.
7585.policeyourplanet_10_delray_64kb_11|"Though I ought to let you stay out there and rot. Damn it ... uh!"
7585.policeyourplanet_10_delray_64kb_12|"You!"
7585.policeyourplanet_10_delray_64kb_13|"And lucky for you, Cuddles."
